detection_id,image_name,image_width,image_height,object_class_id,object_class_name,bbox_left,bbox_top,bbox_right,bbox_bottom,confidence
63,118.jpg,1280,720,1002,stillage_close,913.0,305.0,1130.0,408.0,78.5982608795166
64,12.jpg,1280,720,1013,l_klt_8210,781.0,430.0,848.0,449.0,46.51709496974945
65,12.jpg,1280,720,1013,l_klt_8210,781.0,460.0,867.0,491.0,71.60328030586243
66,12.jpg,1280,720,1013,l_klt_8210,781.0,504.0,868.0,528.0,81.0406506061554
67,12.jpg,1280,720,1013,l_klt_8210,780.0,485.0,868.0,510.0,81.5864622592926
68,12.jpg,1280,720,1013,l_klt_8210,649.0,567.0,776.0,621.0,87.72760033607483
69,12.jpg,1280,720,1011,l_klt_4147,786.0,683.0,922.0,720.0,92.91269779205322
70,12.jpg,1280,720,1011,l_klt_4147,894.0,266.0,1046.0,323.0,94.86445784568787
71,12.jpg,1280,720,1013,l_klt_8210,877.0,416.0,1215.0,502.0,95.1420247554779
72,123.jpg,1280,720,1012,l_klt_6147,482.0,485.0,572.0,516.0,45.68532705307007
73,123.jpg,1280,720,1013,l_klt_8210,918.0,68.0,1179.0,163.0,46.16948664188385
74,123.jpg,1280,720,1012,l_klt_6147,666.0,336.0,942.0,438.0,54.574400186538696
75,123.jpg,1280,720,1011,l_klt_4147,924.0,1.0,1182.0,73.0,54.6764075756073
76,123.jpg,1280,720,1012,l_klt_6147,671.0,153.0,933.0,252.0,58.41193199157715
77,123.jpg,1280,720,1013,l_klt_8210,611.0,455.0,668.0,488.0,58.464449644088745
78,123.jpg,1280,720,1012,l_klt_6147,667.0,239.0,937.0,345.0,59.843653440475464
79,123.jpg,1280,720,1013,l_klt_8210,671.0,153.0,934.0,252.0,61.14988327026367
80,123.jpg,1280,720,1013,l_klt_8210,666.0,338.0,940.0,436.0,63.84136080741882
81,123.jpg,1280,720,1011,l_klt_4147,673.0,2.0,930.0,74.0,70.50366997718811
82,123.jpg,1280,720,1012,l_klt_6147,612.0,455.0,668.0,488.0,72.07682728767395
83,123.jpg,1280,720,1013,l_klt_8210,933.0,249.0,1189.0,348.0,76.3793408870697
84,123.jpg,1280,720,1013,l_klt_8210,670.0,238.0,937.0,343.0,80.83764314651489
85,123.jpg,1280,720,1013,l_klt_8210,481.0,486.0,572.0,516.0,86.26962304115295
86,123.jpg,1280,720,1012,l_klt_6147,929.0,343.0,1189.0,437.0,86.49974465370178
87,123.jpg,1280,720,1013,l_klt_8210,482.0,455.0,573.0,487.0,86.86987161636353
88,123.jpg,1280,720,1013,l_klt_8210,928.0,155.0,1185.0,252.0,87.14547753334045
89,123.jpg,1280,720,1012,l_klt_6147,610.0,486.0,668.0,516.0,88.3409857749939
90,123.jpg,1280,720,1012,l_klt_6147,673.0,69.0,933.0,165.0,88.66799473762512
91,123.jpg,1280,720,1012,l_klt_6147,931.0,249.0,1188.0,348.0,89.36884999275208
92,123.jpg,1280,720,1013,l_klt_8210,666.0,435.0,1188.0,578.0,90.48085808753967
93,124.jpg,1280,720,1011,l_klt_4147,176.0,98.0,214.0,119.0,45.06492614746094
94,124.jpg,1280,720,1012,l_klt_6147,899.0,408.0,992.0,494.0,46.37038707733154
95,124.jpg,1280,720,1012,l_klt_6147,989.0,432.0,1202.0,528.0,46.56803607940674
96,124.jpg,1280,720,1011,l_klt_4147,94.0,95.0,137.0,118.0,47.680383920669556
97,124.jpg,1280,720,1013,l_klt_8210,918.0,237.0,1267.0,314.0,48.761186003685
98,124.jpg,1280,720,1013,l_klt_8210,899.0,410.0,991.0,493.0,50.20817518234253
99,124.jpg,1280,720,1011,l_klt_4147,332.0,102.0,368.0,123.0,51.19209885597229
100,124.jpg,1280,720,1011,l_klt_4147,255.0,242.0,297.0,263.0,53.58562469482422
101,124.jpg,1280,720,1012,l_klt_6147,906.0,304.0,1229.0,389.0,55.364155769348145
102,124.jpg,1280,720,1011,l_klt_4147,329.0,242.0,370.0,262.0,59.356313943862915
103,124.jpg,1280,720,1013,l_klt_8210,1227.0,309.0,1279.0,385.0,59.49711203575134
104,124.jpg,1280,720,1011,l_klt_4147,977.0,305.0,1229.0,388.0,59.592825174331665
105,124.jpg,1280,720,1011,l_klt_4147,106.0,170.0,168.0,192.0,66.73769354820251
106,124.jpg,1280,720,1012,l_klt_6147,987.0,369.0,1227.0,459.0,71.91088199615479
107,124.jpg,1280,720,1011,l_klt_4147,263.0,173.0,322.0,192.0,74.63092803955078
108,124.jpg,1280,720,1013,l_klt_8210,899.0,465.0,1168.0,629.0,75.3831148147583
109,124.jpg,1280,720,1012,l_klt_6147,198.0,510.0,322.0,557.0,83.16067457199097
110,124.jpg,1280,720,1012,l_klt_6147,194.0,434.0,323.0,478.0,87.10662126541138
111,124.jpg,1280,720,1012,l_klt_6147,196.0,399.0,323.0,443.0,87.36103773117065
112,124.jpg,1280,720,1012,l_klt_6147,195.0,472.0,323.0,516.0,87.47780919075012
113,124.jpg,1280,720,1012,l_klt_6147,192.0,351.0,323.0,405.0,87.96384334564209
114,124.jpg,1280,720,1013,l_klt_8210,326.0,454.0,535.0,560.0,96.04921340942383
115,125.jpg,1280,720,1003,stillage_open,764.0,1.0,1188.0,97.0,45.85755169391632
116,125.jpg,1280,720,1013,l_klt_8210,737.0,1.0,803.0,94.0,89.6329402923584
117,125.jpg,1280,720,1013,l_klt_8210,299.0,21.0,741.0,212.0,96.1665689945221
118,126.jpg,1280,720,1012,l_klt_6147,1070.0,10.0,1258.0,103.0,76.8229603767395
119,126.jpg,1280,720,1012,l_klt_6147,1079.0,0.0,1268.0,56.0,92.6442801952362
120,127.jpg,1280,720,1011,l_klt_4147,580.0,72.0,736.0,166.0,95.90968489646912
121,127.jpg,1280,720,1011,l_klt_4147,717.0,0.0,873.0,48.0,96.44882082939148
122,127.jpg,1280,720,1011,l_klt_4147,689.0,96.0,851.0,194.0,98.09354543685913
123,128.jpg,1280,720,1011,l_klt_4147,989.0,522.0,1016.0,571.0,48.95501434803009
124,128.jpg,1280,720,1011,l_klt_4147,794.0,582.0,873.0,622.0,50.82111358642578
125,128.jpg,1280,720,1011,l_klt_4147,231.0,692.0,341.0,720.0,52.44557857513428
126,128.jpg,1280,720,1012,l_klt_6147,873.0,575.0,1014.0,649.0,55.3053081035614
127,128.jpg,1280,720,1012,l_klt_6147,873.0,604.0,1013.0,679.0,55.58798313140869
128,128.jpg,1280,720,1012,l_klt_6147,956.0,639.0,1012.0,720.0,55.730628967285156
129,128.jpg,1280,720,1013,l_klt_8210,229.0,692.0,349.0,720.0,62.46142387390137
130,128.jpg,1280,720,1012,l_klt_6147,957.0,610.0,1012.0,681.0,64.55629467964172
131,128.jpg,1280,720,1011,l_klt_4147,801.0,231.0,867.0,257.0,69.76984143257141
132,128.jpg,1280,720,1011,l_klt_4147,827.0,233.0,886.0,259.0,80.34655451774597
133,128.jpg,1280,720,1013,l_klt_8210,956.0,639.0,1013.0,720.0,82.6036274433136
134,128.jpg,1280,720,1011,l_klt_4147,802.0,407.0,864.0,439.0,83.14975500106812
135,128.jpg,1280,720,1013,l_klt_8210,738.0,685.0,960.0,720.0,83.6896538734436
136,128.jpg,1280,720,1011,l_klt_4147,921.0,370.0,979.0,402.0,85.1368248462677
137,128.jpg,1280,720,1011,l_klt_4147,831.0,463.0,936.0,495.0,85.5287253856659
138,128.jpg,1280,720,1011,l_klt_4147,794.0,551.0,873.0,600.0,90.02584218978882
139,128.jpg,1280,720,1011,l_klt_4147,875.0,534.0,991.0,587.0,90.9080445766449
140,128.jpg,1280,720,1011,l_klt_4147,953.0,373.0,1011.0,406.0,90.91272950172424
141,128.jpg,1280,720,1011,l_klt_4147,995.0,245.0,1055.0,272.0,91.15563631057739
142,128.jpg,1280,720,1011,l_klt_4147,798.0,354.0,852.0,384.0,92.57471561431885
143,128.jpg,1280,720,1011,l_klt_4147,925.0,240.0,981.0,266.0,92.7613914012909
144,128.jpg,1280,720,1011,l_klt_4147,915.0,477.0,1017.0,540.0,93.02968382835388
145,128.jpg,1280,720,1011,l_klt_4147,877.0,494.0,988.0,554.0,93.22730302810669
146,128.jpg,1280,720,1011,l_klt_4147,795.0,477.0,905.0,536.0,93.25340986251831
147,128.jpg,1280,720,1011,l_klt_4147,794.0,521.0,875.0,567.0,94.14240717887878
148,128.jpg,1280,720,1011,l_klt_4147,844.0,414.0,903.0,445.0,94.33757662773132
149,128.jpg,1280,720,1011,l_klt_4147,923.0,426.0,985.0,459.0,94.53113675117493
150,128.jpg,1280,720,1011,l_klt_4147,808.0,295.0,869.0,322.0,95.37650942802429
151,128.jpg,1280,720,1011,l_klt_4147,932.0,307.0,997.0,336.0,96.38243317604065
152,128.jpg,1280,720,1013,l_klt_8210,737.0,602.0,958.0,720.0,96.39416933059692
153,129.jpg,1280,720,1003,stillage_open,217.0,1.0,486.0,116.0,90.50323963165283
154,13.jpg,1280,720,1013,l_klt_8210,316.0,1.0,417.0,131.0,47.42513597011566
155,13.jpg,1280,720,1013,l_klt_8210,179.0,0.0,421.0,132.0,55.69467544555664
156,13.jpg,1280,720,1011,l_klt_4147,0.0,20.0,191.0,170.0,86.33708357810974
157,13.jpg,1280,720,1011,l_klt_4147,166.0,397.0,359.0,472.0,94.46853399276733
158,130.jpg,1280,720,1002,stillage_close,0.0,249.0,166.0,378.0,46.070072054862976
159,130.jpg,1280,720,1003,stillage_open,150.0,248.0,203.0,327.0,49.94281232357025
160,130.jpg,1280,720,1012,l_klt_6147,659.0,551.0,787.0,631.0,53.99463176727295
161,130.jpg,1280,720,1011,l_klt_4147,653.0,180.0,707.0,201.0,88.33015561103821
162,130.jpg,1280,720,1011,l_klt_4147,821.0,310.0,878.0,333.0,89.7817611694336
163,130.jpg,1280,720,1011,l_klt_4147,800.0,180.0,856.0,201.0,91.6904091835022
164,130.jpg,1280,720,1012,l_klt_6147,660.0,507.0,788.0,590.0,92.11714267730713
165,130.jpg,1280,720,1013,l_klt_8210,797.0,524.0,1014.0,652.0,96.65424823760986
166,131.jpg,1280,720,1011,l_klt_4147,858.0,430.0,911.0,453.0,57.547903060913086
167,131.jpg,1280,720,1011,l_klt_4147,681.0,380.0,738.0,401.0,82.24321007728577
168,131.jpg,1280,720,1011,l_klt_4147,847.0,304.0,892.0,327.0,84.14390683174133
169,131.jpg,1280,720,1012,l_klt_6147,698.0,559.0,845.0,612.0,87.31681108474731
170,131.jpg,1280,720,1011,l_klt_4147,835.0,378.0,894.0,400.0,90.6026542186737
171,131.jpg,1280,720,1012,l_klt_6147,698.0,510.0,845.0,561.0,91.44372940063477
172,131.jpg,1280,720,1013,l_klt_8210,854.0,530.0,1112.0,614.0,95.51729559898376
173,132.jpg,1280,720,1003,stillage_open,772.0,40.0,1094.0,340.0,68.06519627571106
174,133.jpg,1280,720,1013,l_klt_8210,983.0,294.0,1099.0,346.0,46.20300531387329
175,133.jpg,1280,720,1012,l_klt_6147,1162.0,354.0,1280.0,419.0,52.76950001716614
176,133.jpg,1280,720,1013,l_klt_8210,1163.0,353.0,1279.0,418.0,60.8384370803833
177,133.jpg,1280,720,1012,l_klt_6147,989.0,296.0,1103.0,346.0,61.91900968551636
178,133.jpg,1280,720,1013,l_klt_8210,163.0,211.0,364.0,271.0,82.70503282546997
179,133.jpg,1280,720,1013,l_klt_8210,1082.0,327.0,1221.0,383.0,83.46438407897949
180,133.jpg,1280,720,1013,l_klt_8210,159.0,167.0,364.0,235.0,84.73700881004333
181,133.jpg,1280,720,1013,l_klt_8210,169.0,303.0,369.0,365.0,85.250985622406
182,133.jpg,1280,720,1013,l_klt_8210,169.0,339.0,371.0,413.0,87.31666803359985
183,133.jpg,1280,720,1013,l_klt_8210,981.0,325.0,1082.0,383.0,87.92397379875183
184,133.jpg,1280,720,1013,l_klt_8210,175.0,386.0,373.0,459.0,88.60996961593628
185,133.jpg,1280,720,1013,l_klt_8210,162.0,251.0,367.0,320.0,89.5322859287262
186,133.jpg,1280,720,1013,l_klt_8210,1078.0,359.0,1164.0,429.0,93.07423233985901
187,133.jpg,1280,720,1013,l_klt_8210,1160.0,387.0,1279.0,466.0,95.65521478652954
188,134.jpg,1280,720,1011,l_klt_4147,913.0,322.0,1089.0,382.0,91.0978376865387
189,134.jpg,1280,720,1011,l_klt_4147,964.0,326.0,1173.0,396.0,93.37391257286072
190,134.jpg,1280,720,1011,l_klt_4147,958.0,92.0,1128.0,163.0,93.93589496612549
191,134.jpg,1280,720,1011,l_klt_4147,966.0,514.0,1150.0,607.0,95.53579092025757
192,134.jpg,1280,720,1011,l_klt_4147,935.0,493.0,1088.0,572.0,96.79171442985535
193,135.jpg,1280,720,1013,l_klt_8210,337.0,93.0,634.0,474.0,86.18914484977722
194,135.jpg,1280,720,1013,l_klt_8210,337.0,1.0,637.0,267.0,91.00143909454346
195,136.jpg,1280,720,1011,l_klt_4147,620.0,130.0,799.0,218.0,50.048112869262695
196,136.jpg,1280,720,1012,l_klt_6147,454.0,278.0,641.0,348.0,66.64151549339294
197,136.jpg,1280,720,1012,l_klt_6147,450.0,137.0,627.0,202.0,77.09484100341797
198,136.jpg,1280,720,1012,l_klt_6147,621.0,130.0,801.0,219.0,77.9192864894867
199,136.jpg,1280,720,1012,l_klt_6147,638.0,274.0,821.0,337.0,78.04520726203918
200,136.jpg,1280,720,1013,l_klt_8210,637.0,274.0,821.0,338.0,78.33179235458374
201,136.jpg,1280,720,1012,l_klt_6147,176.0,150.0,370.0,260.0,80.00956177711487
202,136.jpg,1280,720,1012,l_klt_6147,451.0,190.0,642.0,297.0,89.71977829933167
203,136.jpg,1280,720,1012,l_klt_6147,166.0,267.0,368.0,364.0,90.01258611679077
204,136.jpg,1280,720,1012,l_klt_6147,157.0,205.0,364.0,313.0,91.03389978408813
205,136.jpg,1280,720,1012,l_klt_6147,631.0,181.0,825.0,286.0,92.08361506462097
206,137.jpg,1280,720,1011,l_klt_4147,1107.0,4.0,1184.0,36.0,49.57755208015442
207,137.jpg,1280,720,1011,l_klt_4147,131.0,218.0,304.0,273.0,55.27498722076416
208,137.jpg,1280,720,1011,l_klt_4147,1065.0,6.0,1159.0,37.0,56.462520360946655
209,137.jpg,1280,720,1011,l_klt_4147,1066.0,99.0,1152.0,126.0,59.34129357337952
210,137.jpg,1280,720,1012,l_klt_6147,133.0,261.0,304.0,320.0,61.159682273864746
211,137.jpg,1280,720,1012,l_klt_6147,0.0,139.0,126.0,189.0,64.04968500137329
212,137.jpg,1280,720,1011,l_klt_4147,151.0,173.0,302.0,220.0,64.94035124778748
213,137.jpg,1280,720,1011,l_klt_4147,222.0,216.0,305.0,266.0,65.78960418701172
214,137.jpg,1280,720,1011,l_klt_4147,127.0,173.0,222.0,226.0,76.64299607276917
215,137.jpg,1280,720,1013,l_klt_8210,0.0,138.0,125.0,191.0,78.38762998580933
216,137.jpg,1280,720,1013,l_klt_8210,0.0,185.0,130.0,246.0,83.33962559700012
217,137.jpg,1280,720,1013,l_klt_8210,134.0,303.0,307.0,370.0,89.63881731033325
218,137.jpg,1280,720,1013,l_klt_8210,132.0,261.0,305.0,321.0,89.94892239570618
219,137.jpg,1280,720,1013,l_klt_8210,0.0,436.0,142.0,548.0,93.53837370872498
220,137.jpg,1280,720,1013,l_klt_8210,135.0,348.0,308.0,437.0,93.63372921943665
221,137.jpg,1280,720,1013,l_klt_8210,0.0,235.0,132.0,318.0,93.67890357971191
222,137.jpg,1280,720,1013,l_klt_8210,0.0,369.0,140.0,464.0,93.95979642868042
223,137.jpg,1280,720,1013,l_klt_8210,0.0,303.0,138.0,391.0,94.92839574813843
224,137.jpg,1280,720,1013,l_klt_8210,136.0,410.0,311.0,506.0,94.94436383247375
225,138.jpg,1280,720,1013,l_klt_8210,0.0,86.0,85.0,275.0,49.52521622180939
226,138.jpg,1280,720,1013,l_klt_8210,24.0,0.0,147.0,91.0,50.45589208602905
227,138.jpg,1280,720,1013,l_klt_8210,0.0,153.0,98.0,332.0,74.90435242652893
228,138.jpg,1280,720,1013,l_klt_8210,0.0,201.0,116.0,419.0,80.91104626655579
229,138.jpg,1280,720,1013,l_klt_8210,73.0,11.0,200.0,164.0,89.46860432624817
230,138.jpg,1280,720,1013,l_klt_8210,97.0,91.0,226.0,253.0,94.55035924911499
231,139.jpg,1280,720,1011,l_klt_4147,922.0,260.0,1012.0,295.0,57.13079571723938
232,139.jpg,1280,720,1011,l_klt_4147,940.0,117.0,1051.0,162.0,60.493797063827515
233,14.jpg,1280,720,1013,l_klt_8210,774.0,432.0,869.0,460.0,46.49437069892883
234,14.jpg,1280,720,1011,l_klt_4147,770.0,433.0,867.0,456.0,56.8592369556427
235,14.jpg,1280,720,1011,l_klt_4147,761.0,476.0,801.0,503.0,59.814780950546265
236,14.jpg,1280,720,1011,l_klt_4147,762.0,447.0,802.0,464.0,61.48637533187866
237,14.jpg,1280,720,1011,l_klt_4147,761.0,462.0,798.0,480.0,68.13056468963623
238,14.jpg,1280,720,1013,l_klt_8210,761.0,498.0,807.0,524.0,70.70504426956177
239,14.jpg,1280,720,1013,l_klt_8210,762.0,520.0,808.0,547.0,83.82924795150757
240,14.jpg,1280,720,1011,l_klt_4147,333.0,547.0,712.0,720.0,94.68879103660583
241,140.jpg,1280,720,1012,l_klt_6147,569.0,259.0,727.0,386.0,87.27468252182007
242,140.jpg,1280,720,1012,l_klt_6147,567.0,173.0,727.0,309.0,96.17254137992859
243,140.jpg,1280,720,1013,l_klt_8210,710.0,209.0,972.0,408.0,96.56038880348206
244,141.jpg,1280,720,1011,l_klt_4147,806.0,85.0,876.0,113.0,47.1738338470459
245,141.jpg,1280,720,1011,l_klt_4147,805.0,174.0,878.0,202.0,47.52061069011688
246,141.jpg,1280,720,1011,l_klt_4147,624.0,260.0,726.0,290.0,54.0287971496582
247,141.jpg,1280,720,1011,l_klt_4147,642.0,71.0,737.0,104.0,67.40310192108154
248,141.jpg,1280,720,1011,l_klt_4147,738.0,80.0,807.0,107.0,71.7464804649353
249,141.jpg,1280,720,1011,l_klt_4147,735.0,174.0,814.0,204.0,74.27961230278015
250,141.jpg,1280,720,1011,l_klt_4147,929.0,73.0,1022.0,103.0,74.75389242172241
251,141.jpg,1280,720,1011,l_klt_4147,652.0,176.0,743.0,208.0,76.99387669563293
252,141.jpg,1280,720,1011,l_klt_4147,989.0,176.0,1068.0,204.0,79.53924536705017
253,141.jpg,1280,720,1011,l_klt_4147,681.0,263.0,772.0,293.0,82.97426104545593
254,141.jpg,1280,720,1011,l_klt_4147,549.0,65.0,650.0,99.0,83.67438316345215
255,142.jpg,1280,720,1011,l_klt_4147,1235.0,153.0,1280.0,194.0,88.81418108940125
256,142.jpg,1280,720,1011,l_klt_4147,1243.0,511.0,1280.0,560.0,89.13235664367676
257,142.jpg,1280,720,1011,l_klt_4147,1151.0,156.0,1238.0,194.0,91.10634922981262
258,142.jpg,1280,720,1011,l_klt_4147,1168.0,283.0,1279.0,323.0,91.1608874797821
259,142.jpg,1280,720,1011,l_klt_4147,1155.0,510.0,1253.0,560.0,92.42502450942993
260,142.jpg,1280,720,1011,l_klt_4147,1144.0,403.0,1233.0,450.0,93.0201768875122
261,143.jpg,1280,720,1013,l_klt_8210,913.0,2.0,1105.0,29.0,71.15333080291748
262,144.jpg,1280,720,1013,l_klt_8210,491.0,562.0,656.0,629.0,56.715863943099976
263,144.jpg,1280,720,1011,l_klt_4147,649.0,536.0,709.0,593.0,60.550832748413086
264,144.jpg,1280,720,1013,l_klt_8210,781.0,352.0,858.0,398.0,84.5487654209137
265,144.jpg,1280,720,1013,l_klt_8210,680.0,331.0,787.0,373.0,84.95063185691833
266,144.jpg,1280,720,1013,l_klt_8210,485.0,568.0,709.0,672.0,90.34556746482849
267,144.jpg,1280,720,1011,l_klt_4147,483.0,527.0,535.0,572.0,90.58029055595398
268,144.jpg,1280,720,1011,l_klt_4147,647.0,508.0,707.0,564.0,91.96844696998596
269,144.jpg,1280,720,1013,l_klt_8210,784.0,307.0,912.0,369.0,92.40003228187561
270,144.jpg,1280,720,1011,l_klt_4147,534.0,535.0,648.0,592.0,92.62533783912659
271,144.jpg,1280,720,1011,l_klt_4147,546.0,393.0,656.0,428.0,92.92568564414978
272,144.jpg,1280,720,1011,l_klt_4147,648.0,448.0,708.0,502.0,93.99654865264893
273,144.jpg,1280,720,1011,l_klt_4147,482.0,496.0,535.0,544.0,94.27295327186584
274,144.jpg,1280,720,1011,l_klt_4147,648.0,479.0,708.0,533.0,94.3227767944336
275,144.jpg,1280,720,1013,l_klt_8210,858.0,359.0,990.0,414.0,94.4067895412445
276,144.jpg,1280,720,1011,l_klt_4147,480.0,414.0,591.0,479.0,94.42635178565979
277,144.jpg,1280,720,1013,l_klt_8210,681.0,290.0,808.0,346.0,94.61373686790466
278,144.jpg,1280,720,1013,l_klt_8210,857.0,320.0,992.0,384.0,94.62663531303406
279,144.jpg,1280,720,1011,l_klt_4147,598.0,406.0,708.0,470.0,94.70745325088501
280,144.jpg,1280,720,1011,l_klt_4147,534.0,504.0,648.0,561.0,94.9442982673645
281,144.jpg,1280,720,1011,l_klt_4147,480.0,465.0,535.0,513.0,95.25941610336304
282,144.jpg,1280,720,1011,l_klt_4147,534.0,472.0,648.0,529.0,95.67347764968872
283,144.jpg,1280,720,1011,l_klt_4147,533.0,426.0,647.0,497.0,96.20075821876526
284,146.jpg,1280,720,1011,l_klt_4147,663.0,0.0,1193.0,270.0,61.266493797302246
285,146.jpg,1280,720,1011,l_klt_4147,260.0,0.0,872.0,526.0,69.93476152420044
286,147.jpg,1280,720,1011,l_klt_4147,425.0,441.0,509.0,506.0,60.86772084236145
